Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2025-09-01 01:05:00+00:00,3445.94,3445.94,3444.49,3445.09,43,15,0
2025-09-01 01:06:00+00:00,3445.12,3445.53,3444.54,3444.87,65,15,0
2025-09-01 01:07:00+00:00,3444.89,3445.34,3443.51,3443.83,62,15,0
2025-09-01 01:08:00+00:00,3443.87,3443.87,3443.07,3443.73,60,15,0
2025-09-01 01:09:00+00:00,3443.73,3443.75,3442.46,3443.39,59,15,0
2025-09-01 01:10:00+00:00,3443.32,3443.71,3442.98,3443.53,68,15,0
2025-09-01 01:11:00+00:00,3443.57,3444.56,3443.51,3444.56,55,16,0
2025-09-01 01:12:00+00:00,3444.69,3445.66,3444.63,3445.35,40,15,0
2025-09-01 01:13:00+00:00,3445.45,3447.43,3445.4,3447.39,54,15,0
2025-09-01 01:14:00+00:00,3447.4,3447.42,3445.43,3445.83,61,16,0
2025-09-01 01:15:00+00:00,3445.74,3446.48,3445.65,3446.48,38,16,0
2025-09-01 01:16:00+00:00,3446.5,3446.5,3445.87,3446.17,37,16,0
2025-09-01 01:17:00+00:00,3446.11,3447.09,3445.69,3446.95,40,16,0
2025-09-01 01:18:00+00:00,3446.93,3447.14,3446.5,3446.94,54,15,0
2025-09-01 01:19:00+00:00,3447.06,3447.33,3446.03,3446.13,46,15,0
2025-09-01 01:20:00+00:00,3446.14,3446.17,3445.72,3445.82,45,15,0
2025-09-01 01:21:00+00:00,3445.82,3446.0,3445.51,3445.51,38,16,0
2025-09-01 01:22:00+00:00,3445.53,3445.93,3445.46,3445.76,43,15,0
2025-09-01 01:23:00+00:00,3445.74,3446.32,3445.48,3446.32,52,8,0
2025-09-01 01:24:00+00:00,3446.24,3446.98,3446.23,3446.98,46,15,0
2025-09-01 01:25:00+00:00,3446.75,3447.24,3446.75,3447.15,42,15,0
2025-09-01 01:26:00+00:00,3447.15,3447.59,3447.13,3447.5,43,15,0
2025-09-01 01:27:00+00:00,3447.34,3448.34,3447.34,3448.17,43,15,0
2025-09-01 01:28:00+00:00,3448.22,3448.61,3447.01,3447.27,60,15,0
2025-09-01 01:29:00+00:00,3447.3,3448.11,3447.3,3448.01,41,15,0
2025-09-01 01:30:00+00:00,3447.99,3449.21,3447.75,3449.21,45,15,0
2025-09-01 01:31:00+00:00,3449.22,3450.99,3448.58,3450.61,73,15,0
2025-09-01 01:32:00+00:00,3450.61,3450.86,3450.33,3450.68,49,15,0
2025-09-01 01:33:00+00:00,3450.65,3451.13,3450.56,3451.08,40,15,0
2025-09-01 01:34:00+00:00,3450.95,3451.27,3450.76,3451.23,41,16,0
2025-09-01 01:35:00+00:00,3451.25,3452.19,3451.23,3451.93,52,16,0
2025-09-01 01:36:00+00:00,3451.96,3452.14,3451.64,3451.81,42,16,0
2025-09-01 01:37:00+00:00,3451.79,3452.54,3451.7,3452.22,49,16,0
2025-09-01 01:38:00+00:00,3452.22,3452.22,3451.19,3451.19,46,14,0
2025-09-01 01:39:00+00:00,3451.19,3451.22,3450.56,3450.71,31,16,0
2025-09-01 01:40:00+00:00,3450.72,3450.86,3450.08,3450.11,42,17,0
2025-09-01 01:41:00+00:00,3450.08,3450.08,3448.84,3449.27,62,17,0
2025-09-01 01:42:00+00:00,3449.33,3450.02,3449.32,3450.02,66,14,0
2025-09-01 01:43:00+00:00,3449.94,3449.94,3449.37,3449.6,51,16,0
2025-09-01 01:44:00+00:00,3449.53,3450.08,3449.46,3449.76,52,16,0
2025-09-01 01:45:00+00:00,3449.78,3449.84,3449.09,3449.44,47,15,0
2025-09-01 01:46:00+00:00,3449.42,3449.81,3449.42,3449.5,37,16,0
2025-09-01 01:47:00+00:00,3449.48,3449.83,3449.29,3449.73,40,16,0
2025-09-01 01:48:00+00:00,3449.73,3450.01,3449.43,3449.58,40,16,0
2025-09-01 01:49:00+00:00,3449.58,3449.76,3449.25,3449.57,48,16,0
2025-09-01 01:50:00+00:00,3449.68,3450.35,3449.68,3450.31,38,16,0
2025-09-01 01:51:00+00:00,3450.35,3450.35,3449.98,3449.98,26,16,0
2025-09-01 01:52:00+00:00,3449.93,3449.93,3449.6,3449.83,37,16,0
2025-09-01 01:53:00+00:00,3449.82,3450.37,3449.72,3450.28,33,16,0
2025-09-01 01:54:00+00:00,3450.28,3450.34,3450.12,3450.19,22,16,0
2025-09-01 01:55:00+00:00,3450.21,3450.23,3450.05,3450.09,23,16,0
2025-09-01 01:56:00+00:00,3450.17,3450.26,3450.07,3450.18,22,16,0
2025-09-01 01:57:00+00:00,3450.2,3450.3,3449.98,3450.25,18,16,0
2025-09-01 01:58:00+00:00,3450.29,3450.72,3450.08,3450.64,31,16,0
2025-09-01 01:59:00+00:00,3450.69,3450.69,3450.18,3450.27,24,16,0
2025-09-01 02:00:00+00:00,3450.3,3450.45,3450.15,3450.29,32,16,0
2025-09-01 02:01:00+00:00,3450.29,3450.48,3450.0,3450.0,37,14,0
2025-09-01 02:02:00+00:00,3450.0,3450.0,3449.63,3449.68,20,16,0
2025-09-01 02:03:00+00:00,3449.65,3450.04,3449.61,3449.99,32,16,0
2025-09-01 02:04:00+00:00,3449.93,3450.44,3449.93,3450.24,22,16,0
2025-09-01 02:05:00+00:00,3450.3,3450.74,3450.05,3450.62,39,16,0
2025-09-01 02:06:00+00:00,3450.63,3450.67,3450.31,3450.44,22,16,0
2025-09-01 02:07:00+00:00,3450.36,3450.51,3450.15,3450.3,21,16,0
2025-09-01 02:08:00+00:00,3450.3,3450.62,3449.87,3449.9,38,16,0
2025-09-01 02:09:00+00:00,3449.98,3450.09,3449.64,3449.73,43,16,0
2025-09-01 02:10:00+00:00,3449.73,3449.97,3449.52,3449.87,44,16,0
2025-09-01 02:11:00+00:00,3449.81,3449.81,3448.96,3449.43,57,16,0
2025-09-01 02:12:00+00:00,3449.66,3449.66,3449.27,3449.29,29,16,0
2025-09-01 02:13:00+00:00,3449.36,3449.36,3448.5,3448.89,50,16,0
2025-09-01 02:14:00+00:00,3448.87,3449.02,3448.58,3448.88,34,16,0
2025-09-01 02:15:00+00:00,3448.88,3448.88,3448.59,3448.75,18,16,0
2025-09-01 02:16:00+00:00,3448.74,3448.78,3448.5,3448.52,31,16,0
2025-09-01 02:17:00+00:00,3448.49,3448.55,3447.97,3447.97,27,16,0
2025-09-01 02:18:00+00:00,3448.0,3448.0,3447.55,3447.59,28,16,0
2025-09-01 02:19:00+00:00,3447.63,3447.8,3446.74,3446.74,41,16,0
2025-09-01 02:20:00+00:00,3446.85,3447.52,3446.85,3447.49,43,16,0
2025-09-01 02:21:00+00:00,3447.47,3447.53,3447.16,3447.47,34,16,0
2025-09-01 02:22:00+00:00,3447.47,3447.54,3447.19,3447.36,34,16,0
2025-09-01 02:23:00+00:00,3447.37,3447.54,3447.21,3447.34,32,16,0
2025-09-01 02:24:00+00:00,3447.37,3447.39,3447.08,3447.14,31,15,0
2025-09-01 02:25:00+00:00,3447.18,3447.32,3447.15,3447.21,27,15,0
2025-09-01 02:26:00+00:00,3447.2,3447.39,3447.11,3447.16,22,15,0
2025-09-01 02:27:00+00:00,3447.16,3447.16,3446.6,3446.68,32,15,0
2025-09-01 02:28:00+00:00,3446.73,3447.01,3446.73,3447.0,23,15,0
2025-09-01 02:29:00+00:00,3447.06,3447.19,3446.54,3446.73,30,15,0
2025-09-01 02:30:00+00:00,3446.71,3446.95,3446.55,3446.86,41,15,0
2025-09-01 02:31:00+00:00,3446.86,3446.9,3446.71,3446.8,21,15,0
2025-09-01 02:32:00+00:00,3446.65,3447.09,3446.63,3446.95,22,15,0
2025-09-01 02:33:00+00:00,3446.95,3447.02,3446.85,3446.9,30,14,0
2025-09-01 02:34:00+00:00,3446.9,3447.13,3446.75,3446.75,25,15,0
2025-09-01 02:35:00+00:00,3446.72,3446.78,3446.33,3446.33,23,15,0
2025-09-01 02:36:00+00:00,3446.35,3446.5,3446.32,3446.34,19,15,0
2025-09-01 02:37:00+00:00,3446.33,3446.33,3445.83,3445.87,32,15,0
2025-09-01 02:38:00+00:00,3446.16,3446.16,3445.7,3445.86,25,15,0
2025-09-01 02:39:00+00:00,3445.72,3446.01,3445.64,3445.81,43,15,0
2025-09-01 02:40:00+00:00,3445.75,3445.91,3445.75,3445.86,29,15,0
2025-09-01 02:41:00+00:00,3445.85,3445.86,3445.3,3445.3,30,15,0
2025-09-01 02:42:00+00:00,3445.29,3445.29,3444.87,3444.92,49,15,0
2025-09-01 02:43:00+00:00,3444.93,3445.03,3444.68,3444.93,42,15,0
2025-09-01 02:44:00+00:00,3444.76,3445.35,3444.76,3445.3,39,15,0
2025-09-01 02:45:00+00:00,3445.35,3446.39,3445.15,3446.16,46,15,0
2025-09-01 02:46:00+00:00,3446.27,3447.0,3446.23,3446.51,63,15,0
2025-09-01 02:47:00+00:00,3446.51,3446.65,3446.07,3446.1,53,15,0
2025-09-01 02:48:00+00:00,3446.1,3446.76,3446.02,3446.72,41,15,0
2025-09-01 02:49:00+00:00,3446.72,3446.83,3446.32,3446.45,55,15,0
